,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,goals_conceded,minutes,goals_conceded_per_game,points_per_game,total_minutes
143,2016-17,Kasper Schmeichel,GK,73,0.24657534246575344,4,Chelsea,367295,2,50,False,8,0.0,0.2513661202185792,,3359,10827,3,90,1.2980769230769231,4.4,419
144,2016-17,Lee Grant,GK,79,0.10958904109589042,15,Sunderland,32985,6,40,True,8,0.0,0.11202185792349725,,21951,1070,0,90,0.0,3.5,0
145,2016-17,Wayne Hennessey,GK,74,0.0,20,West Ham,103810,0,44,True,8,0.0,0.0,,184,7461,0,0,1.0,2.5,180
146,2016-17,Paulo Gazzaniga,GK,78,0.0,3,Burnley,289,0,45,True,8,0.0,0.0,,5,12,0,0,0.0,0.0,0
147,2016-17,Sergio Romero,GK,75,0.0,9,Liverpool,5016,0,48,False,8,0.0,0.0,,37,152,0,0,0.0,0.0,0
148,2016-17,Tom Heaton,GK,78,1.0,13,Southampton,348730,5,46,False,8,0.0,1.0,,26212,12512,3,90,1.2857142857142858,4.285714285714286,633
149,2016-17,Joe Hart,GK,76,0.0,6,Everton,53272,0,53,True,8,0.0,0.0,,22,2998,0,0,0.0,0.0,0
150,2016-17,Nick Pope,GK,78,0.0,13,Southampton,83022,0,40,False,8,0.0,0.0,,553,1558,0,0,0.0,0.0,0
151,2016-17,Jack Butland,GK,79,0.0,15,Sunderland,61141,0,48,True,8,0.0,0.0,,61,5150,0,0,0.0,0.0,0
152,2016-17,Lukasz Fabianski,GK,71,0.3424657534246575,1,Arsenal,220882,2,51,False,8,0.0,0.3469945355191256,,2939,8512,3,90,1.7142857142857142,3.857142857142857,633
153,2016-17,Fraser Forster,GK,78,0.1917808219178082,3,Burnley,187309,2,50,True,8,1.0,0.05737704918032787,,22500,3110,1,90,0.8571428571428571,4.166666666666667,631
154,2016-17,Hugo Lloris,GK,80,0.3972602739726027,19,West Brom,259684,3,55,False,8,0.0,0.3989071038251366,,42412,3595,1,90,0.45685279187817257,5.0,395
155,2016-17,Adrián San Miguel del Castillo,GK,74,0.2602739726027397,5,Crystal Palace,114871,8,50,False,8,0.0,0.2540983606557377,,510,6807,0,90,2.4285714285714284,3.1666666666666665,630
156,2016-17,Alex McCarthy,GK,78,0.0,3,Burnley,7883,0,44,True,8,0.0,0.0,,57,241,0,0,0.0,0.0,0
157,2016-17,Ben Foster,GK,80,0.6301369863013698,17,Spurs,656751,4,47,True,8,0.0,0.628415300546448,,8924,23305,1,90,1.0,3.857142857142857,631
158,2016-17,Willy Caballero,GK,76,0.0,6,Everton,17268,0,49,True,8,0.0,0.0,,75,1401,0,0,1.0,2.0,270
159,2016-17,Darren Randolph,GK,74,0.0,5,Crystal Palace,22102,0,44,False,8,0.0,0.0,,87,577,0,0,0.0,0.0,0
160,2016-17,David de Gea,GK,75,0.30136986301369867,9,Liverpool,1631580,8,55,False,8,0.0,0.30327868852459017,,2892,75660,0,90,1.1428571428571428,3.142857142857143,630
161,2016-17,Eldin Jakupovic,GK,72,0.0,2,Bournemouth,912458,0,42,False,8,0.0,0.0,,11796,38565,0,0,1.4,4.6,450
162,2016-17,Claudio Bravo,GK,76,0.0958904109589041,6,Everton,102322,2,55,True,8,0.0,0.09562841530054644,,14286,3491,1,90,0.0,5.5,0
163,2016-17,Tom Heaton,GK,83,1.0,6,Everton,363462,4,46,True,9,,1.0,,18778,6846,1,90,1.5,4.375,721
164,2016-17,Sergio Romero,GK,84,0.0,4,Chelsea,5014,0,48,False,9,,0.0,,19,108,0,0,0.0,0.0,0
165,2016-17,Paulo Gazzaniga,GK,88,0.0,10,Man City,286,0,45,False,9,,0.0,,4,8,0,0,0.0,0.0,0
166,2016-17,Nick Pope,GK,83,0.0,6,Everton,82312,0,40,True,9,,0.0,,298,1142,0,0,0.0,0.0,0
