,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
38297,2019-20,Glenn Murray,FWD,,0,0,0,0,0,44,141,0,0,0,0,2019-12-05T20:15:00Z,0,1,Arsenal,0,0,0,0,15,0,58910,2,1,0,0,-823,455,1278,55,FALSE,0,15
38303,2019-20,Harry Kane,FWD,,0,0,5,0,5.9,338,144,2,0,1.8,1.2,2019-12-04T19:30:00Z,90,12,Man Utd,0,0,0,0,15,0,1308264,1,2,11,2,-47046,32285,79331,109,FALSE,0,15
38316,2019-20,Isaac Success Ajayi,FWD,,0,0,3,0,1,365,143,1,0,0.1,0,2019-12-04T19:30:00Z,13,9,Leicester,0,0,0,0,15,0,26885,0,2,0,1,-185,260,445,48,FALSE,0,15
38336,2019-20,Jamie Vardy,FWD,,0,0,24,1,3.3,166,143,0,1,7.6,33.6,2019-12-04T19:30:00Z,90,18,Watford,0,0,0,0,15,0,3353947,0,2,39,5,184299,188348,4049,99,TRUE,1,15
38340,2019-20,Jay Rodriguez,FWD,,0,0,3,0,1.1,451,142,2,0,0.4,1,2019-12-03T20:15:00Z,31,11,Man City,0,0,0,0,15,0,16633,4,1,2,1,-645,223,868,57,TRUE,0,15
38346,2019-20,Joelinton Cássio Apolinário de Lira,FWD,,0,0,3,0,0.6,466,145,0,0,0.7,2,2019-12-05T19:30:00Z,18,15,Sheffield Utd,0,0,0,0,15,0,75227,2,0,4,1,-1267,2081,3348,57,FALSE,0,15
38361,2019-20,Jordan Ayew,FWD,,0,0,2,1,2.1,468,148,0,0,3.9,9,2019-12-03T19:30:00Z,90,3,Bournemouth,0,0,0,0,15,0,573574,0,1,28,2,-11008,23578,34586,51,TRUE,0,15
38367,2019-20,Joshua King,FWD,,0,0,0,0,0,68,148,0,0,0,0,2019-12-03T19:30:00Z,0,7,Crystal Palace,0,0,0,0,15,0,351889,0,1,0,0,-48281,158,48439,62,FALSE,0,15
38374,2019-20,Jürgen Locadia,FWD,,0,0,0,0,0,45,141,0,0,0,0,2019-12-05T20:15:00Z,0,1,Arsenal,0,0,0,0,15,0,5939,2,1,0,0,-43,18,61,52,FALSE,0,15
38378,2019-20,Keinan Davis,FWD,,0,0,0,0,0,34,147,0,0,0,0,2019-12-04T19:30:00Z,0,6,Chelsea,0,0,0,0,15,0,17441,1,2,0,0,-505,60,565,44,FALSE,0,15
38379,2019-20,Kelechi Iheanacho,FWD,,0,0,0,0,0,167,143,0,0,0,0,2019-12-04T19:30:00Z,0,18,Watford,0,0,0,0,15,0,18066,0,2,0,0,3230,3511,281,57,TRUE,0,15
38404,2019-20,Lys Mousset,FWD,,0,0,2,0,1,70,145,1,0,1.4,1.2,2019-12-05T19:30:00Z,27,13,Newcastle,0,0,0,0,15,0,487875,2,0,12,1,206671,212079,5408,51,TRUE,0,15
38423,2019-20,Matej Vydra,FWD,,0,0,0,0,0,92,142,0,0,0,0,2019-12-03T20:15:00Z,0,11,Man City,0,0,0,0,15,0,4108,4,1,0,0,-54,41,95,53,TRUE,0,15
38439,2019-20,Michael Obafemi,FWD,,0,0,0,0,0,314,150,0,0,0,0,2019-12-04T19:30:00Z,0,14,Norwich,0,0,0,0,15,0,13074,1,2,0,0,64,407,343,49,TRUE,0,15
38441,2019-20,Michail Antonio,FWD,,0,0,0,0,0,389,146,0,0,0,0,2019-12-04T19:30:00Z,0,20,Wolves,0,0,0,0,15,0,49875,0,2,0,0,418,920,502,69,FALSE,0,15
38442,2019-20,Michy Batshuayi,FWD,,0,0,4,0,10.5,461,147,0,0,1.7,4.4,2019-12-04T19:30:00Z,7,2,Aston Villa,0,0,0,0,15,0,74715,1,2,2,1,-19200,5657,24857,66,TRUE,0,15
38446,2019-20,Moise Kean,FWD,,0,0,-1,0,0.3,496,149,1,0,0.2,0,2019-12-04T20:15:00Z,30,10,Liverpool,0,0,0,0,15,0,107025,2,5,3,1,-905,444,1349,64,FALSE,0,15
38456,2019-20,Neal Maupay,FWD,,0,3,30,0,13.4,502,141,1,1,13.8,42,2019-12-05T20:15:00Z,90,1,Arsenal,0,0,0,0,15,0,64284,2,1,83,9,-9108,1262,10370,58,FALSE,0,15
38463,2019-20,Oliver McBurnie,FWD,,0,0,-2,0,2.5,501,145,2,0,5,5.6,2019-12-05T19:30:00Z,90,13,Newcastle,0,0,0,0,15,0,9151,2,0,42,2,188,804,616,57,TRUE,0,15
38466,2019-20,Olivier Giroud,FWD,,0,0,0,0,0,110,147,0,0,0,0,2019-12-04T19:30:00Z,0,2,Aston Villa,0,0,0,0,15,0,79165,1,2,0,0,1128,2129,1001,66,TRUE,0,15
38472,2019-20,Patrick Cutrone,FWD,,0,0,26,0,0.3,487,146,0,1,5.3,36,2019-12-04T19:30:00Z,6,19,West Ham,0,0,0,0,15,0,40617,0,2,17,5,-645,216,861,56,TRUE,0,15
38485,2019-20,Raúl Jiménez,FWD,,0,0,10,1,27.1,409,146,0,0,10.6,10,2019-12-04T19:30:00Z,83,19,West Ham,0,0,0,0,15,0,1689040,0,2,69,2,171917,200485,28568,77,TRUE,0,15
38488,2019-20,Rhian Brewster,FWD,,0,0,0,0,0,464,149,0,0,0,0,2019-12-04T20:15:00Z,0,8,Everton,0,0,0,0,15,0,39975,2,5,0,0,420,1901,1481,43,TRUE,0,15
38490,2019-20,Richarlison de Andrade,FWD,,0,0,18,0,11.8,150,149,5,1,10.2,42.2,2019-12-04T20:15:00Z,90,10,Liverpool,0,0,0,0,15,0,448540,2,5,48,6,-20227,7875,28102,79,FALSE,1,15
38494,2019-20,Roberto Firmino,FWD,,1,0,13,0,10.3,187,149,0,0,3.1,18.4,2019-12-04T20:15:00Z,17,8,Everton,0,0,0,0,15,0,743749,2,5,2,4,-18231,21579,39810,94,TRUE,0,15
38501,2019-20,Romelu Lukaku,FWD,,0,0,0,0,0,232,144,0,0,0,0,2019-12-04T19:30:00Z,0,17,Spurs,0,0,0,0,15,0,23444,1,2,0,0,-47,64,111,85,TRUE,0,15
38521,2019-20,Sergio Agüero,FWD,,0,0,0,0,0,210,142,0,0,0,0,2019-12-03T20:15:00Z,0,5,Burnley,0,0,0,0,15,0,854653,4,1,0,0,-107290,216,107506,118,FALSE,0,15
38524,2019-20,Shane Long,FWD,,1,0,18,0,23.2,315,150,1,0,8,21.6,2019-12-04T19:30:00Z,84,14,Norwich,0,0,0,0,15,0,150363,1,2,35,5,-1510,1923,3433,46,TRUE,0,15
38533,2019-20,Sébastien Haller,FWD,,0,0,10,0,1.5,457,146,1,0,0.6,2.6,2019-12-04T19:30:00Z,79,20,Wolves,0,0,0,0,15,0,194911,0,2,2,2,-11837,2619,14456,71,FALSE,0,15
38535,2019-20,Tammy Abraham,FWD,,1,3,38,0,23,460,147,1,1,14.8,57.2,2019-12-04T19:30:00Z,82,2,Aston Villa,0,0,0,0,15,0,2184806,1,2,68,12,-475214,16988,492202,79,TRUE,0,15
38538,2019-20,Teemu Pukki,FWD,,0,2,28,0,12.3,278,150,2,1,8.7,38.6,2019-12-04T19:30:00Z,90,16,Southampton,0,0,0,0,15,0,1317884,1,2,36,8,35608,63265,27657,66,FALSE,0,15
38547,2019-20,Troy Deeney,FWD,,0,0,10,0,1.2,362,143,1,0,1.9,8.2,2019-12-04T19:30:00Z,86,9,Leicester,0,0,0,0,15,0,38000,0,2,10,2,-554,399,953,62,FALSE,0,15
38553,2019-20,Wesley Moraes,FWD,,0,0,2,0,2.1,428,147,2,0,1,3.6,2019-12-04T19:30:00Z,90,6,Chelsea,0,0,0,0,15,0,145271,1,2,4,2,-13358,3478,16836,59,FALSE,0,15
38566,2019-20,Yoshinori Muto,FWD,,0,0,0,0,0,260,145,0,0,0,0,2019-12-05T19:30:00Z,0,15,Sheffield Utd,0,0,0,0,15,0,6762,2,0,0,0,-79,73,152,52,FALSE,0,15
38574,2019-20,Jordan Ayew,FWD,,0,0,6,1,4.4,468,159,0,0,1.6,5.8,2019-12-07T15:00:00Z,90,18,Watford,0,0,0,0,16,0,541894,0,0,6,2,-32598,17552,50150,51,FALSE,0,16
38575,2019-20,Divock Origi,FWD,,0,0,0,0,0,188,152,0,0,0,0,2019-12-07T15:00:00Z,0,3,Bournemouth,0,0,0,0,16,0,204955,3,0,0,0,14418,17632,3214,52,FALSE,0,16
38578,2019-20,Danny Ings,FWD,,0,2,25,0,3.3,313,156,2,1,6.6,32,2019-12-08T14:00:00Z,87,13,Newcastle,0,0,0,0,16,0,735193,1,2,31,8,105710,132721,27011,63,FALSE,0,16
38593,2019-20,Kelechi Iheanacho,FWD,,1,2,43,0,46.2,167,151,1,1,18.1,58.6,2019-12-08T14:00:00Z,63,2,Aston Villa,0,0,0,0,16,0,17773,4,1,76,10,-309,1203,1512,57,FALSE,1,16
38597,2019-20,Tammy Abraham,FWD,,0,0,-3,0,4.4,460,154,3,0,4,1.8,2019-12-07T12:30:00Z,90,8,Everton,0,0,0,0,16,0,2513362,1,3,34,2,304164,354425,50261,79,FALSE,0,16
38598,2019-20,Anthony Martial,FWD,,0,2,27,1,12.3,239,155,0,1,9.5,38.2,2019-12-07T17:30:00Z,73,11,Man City,0,0,0,0,16,0,349040,2,1,44,10,-196292,1153,197445,76,FALSE,0,16
38610,2019-20,Billy Sharp,FWD,,0,0,0,0,0,298,157,0,0,0,0,2019-12-08T14:00:00Z,0,14,Norwich,0,0,0,0,16,0,22817,2,1,0,0,-235,216,451,56,FALSE,0,16
38623,2019-20,Jamie Vardy,FWD,,0,3,61,0,21.7,166,151,1,2,20.2,85.2,2019-12-08T14:00:00Z,90,2,Aston Villa,0,0,0,0,16,0,3496234,4,1,95,13,129726,139958,10232,100,FALSE,0,16
38642,2019-20,Matej Vydra,FWD,,0,0,0,0,0.5,92,158,1,0,0.1,0.2,2019-12-07T15:00:00Z,25,17,Spurs,0,0,0,0,16,0,4055,0,5,0,1,-79,38,117,53,FALSE,0,16
38643,2019-20,Connor Wickham,FWD,,0,0,0,0,0,130,159,0,0,0,0,2019-12-07T15:00:00Z,0,18,Watford,0,0,0,0,16,0,176157,0,0,0,0,-4867,517,5384,45,FALSE,0,16
