,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
68927,2020-21,Max Thompson,FWD,Burnley,0,0,0,0,0,591,315,0,0,0,0,2021-04-18T15:00:00Z,0,13,Man Utd,0,0,0,0,32,0,10068,1,3,0,0,123,457,334,45,FALSE,0,32
68940,2020-21,Jamie Vardy,FWD,Leicester,1,1,43,1,22.5,224,314,0,1,13.3,52.8,2021-04-22T19:00:00Z,84,18,West Brom,0,0,0,0,32,0,1555162,0,3,58,10,-12428,75680,88108,101,TRUE,0,32
68961,2020-21,Tammy Abraham,FWD,Chelsea,0,0,0,0,0,118,311,0,0,0,0,2021-04-20T19:15:00Z,0,3,Brighton,0,0,0,0,32,0,165342,0,0,0,0,-681,1386,2067,71,TRUE,0,32
68962,2020-21,Glenn Murray,FWD,Brighton,0,0,0,0,0,53,311,0,0,0,0,2021-04-20T19:15:00Z,0,5,Chelsea,0,0,0,0,32,0,6392,0,0,0,0,-12,0,12,48,FALSE,0,32
68967,2020-21,Yoshinori Muto,FWD,Newcastle,0,0,0,0,0,341,316,0,0,0,0,2021-04-17T11:30:00Z,0,19,West Ham,0,0,0,0,32,0,6882,2,3,0,0,-8,0,8,48,TRUE,0,32
68969,2020-21,Timo Werner,FWD,Chelsea,0,0,2,0,1.5,117,311,0,0,0.8,6.4,2021-04-20T19:15:00Z,23,3,Brighton,0,0,0,0,32,0,861258,0,0,0,1,-35665,5781,41446,92,TRUE,0,32
68971,2020-21,Olivier Giroud,FWD,Chelsea,0,0,2,0,0.3,103,311,0,0,2.4,3,2021-04-20T19:15:00Z,13,3,Brighton,0,0,0,0,32,0,99372,0,0,21,1,-3699,1045,4744,67,TRUE,0,32
68975,2020-21,Joel Mumbongo,FWD,Burnley,0,0,0,0,0,613,315,0,0,0,0,2021-04-18T15:00:00Z,0,13,Man Utd,0,0,0,0,32,0,3153,1,3,0,0,174,362,188,45,FALSE,0,32
68977,2020-21,Karlan Grant,FWD,West Brom,0,0,2,0,0.6,582,314,0,0,0.1,0.4,2021-04-22T19:00:00Z,17,9,Leicester,0,0,0,0,32,0,2561,0,3,0,1,-6,87,93,56,FALSE,0,32
68979,2020-21,Willian José Da Silva,FWD,Wolves,0,3,35,1,13.3,642,318,0,1,6.7,35,2021-04-17T19:15:00Z,76,15,Sheffield Utd,0,0,0,0,32,0,21419,0,1,19,9,5301,7481,2180,68,TRUE,0,32
69002,2020-21,Bobby Decordova-Reid,FWD,Fulham,0,0,3,0,0.8,181,309,1,0,1.7,8.4,2021-04-18T12:30:00Z,90,1,Arsenal,0,0,0,0,32,0,51617,1,1,8,1,-2558,2104,4662,53,FALSE,1,32
69008,2020-21,Matej Vydra,FWD,Burnley,0,0,3,0,0,93,315,1,0,0.1,1,2021-04-18T15:00:00Z,2,13,Man Utd,0,0,0,0,32,0,139842,1,3,0,1,16892,24825,7933,48,FALSE,0,32
69021,2020-21,Odion Ighalo,FWD,Man Utd,0,0,0,0,0,293,315,0,0,0,0,2021-04-18T15:00:00Z,0,4,Burnley,0,0,0,0,32,0,13141,1,3,0,0,-33,0,33,61,TRUE,0,32
69027,2020-21,Danny Welbeck,FWD,Brighton,0,0,6,1,3.8,588,311,0,0,2.3,0,2021-04-20T19:15:00Z,85,5,Chelsea,0,0,0,0,32,0,47354,0,0,21,2,1249,6884,5635,55,FALSE,0,32
69033,2020-21,Rhian Brewster,FWD,Sheffield Utd,0,0,6,0,15.6,262,318,1,0,3.7,6.8,2021-04-17T19:15:00Z,74,20,Wolves,0,0,0,0,32,0,443824,0,1,15,1,-4445,15347,19792,43,FALSE,1,32
69039,2020-21,Cheikh Diaby,FWD,West Brom,0,0,0,0,0,621,314,0,0,0,0,2021-04-22T19:00:00Z,0,9,Leicester,0,0,0,0,32,0,8092,0,3,0,0,142,734,592,45,FALSE,0,32
69042,2020-21,Patrick Bamford,FWD,Leeds,0,0,-6,0,0.8,202,313,1,0,5.9,5.4,2021-04-19T19:00:00Z,90,11,Liverpool,0,0,0,0,32,0,3586830,1,1,53,2,-99088,72651,171739,65,TRUE,0,32
69052,2020-21,Raúl Jiménez,FWD,Wolves,0,0,0,0,0,460,318,0,0,0,0,2021-04-17T19:15:00Z,0,15,Sheffield Utd,0,0,0,0,32,0,365814,0,1,0,0,-766,168,934,81,TRUE,0,32
69056,2020-21,Shane Long,FWD,Southampton,0,0,0,0,0,361,286,0,0,0,0,2021-04-21T17:00:00Z,0,17,Spurs,0,0,0,0,32,0,35665,1,2,0,0,-219,0,219,51,FALSE,0,32
69057,2020-21,Kelechi Iheanacho,FWD,Leicester,0,0,30,1,10.9,233,314,0,1,14.9,44.6,2021-04-22T19:00:00Z,90,18,West Brom,0,0,0,0,32,0,1320285,0,3,93,6,712878,720792,7914,60,TRUE,0,32
69068,2020-21,Fabio Silva,FWD,Wolves,0,0,4,0,10,504,318,0,0,3.4,3.2,2021-04-17T19:15:00Z,13,15,Sheffield Utd,0,0,0,0,32,0,90305,0,1,21,1,10044,14425,4381,52,TRUE,0,32
69082,2020-21,Edward Nketiah,FWD,Arsenal,0,1,27,0,12.8,22,309,0,1,10.5,33.2,2021-04-18T12:30:00Z,20,8,Fulham,0,0,0,0,32,0,38382,1,1,59,6,70,495,425,53,TRUE,0,32
69089,2020-21,Alexandre Lacazette,FWD,Arsenal,0,0,7,0,15,6,309,1,0,2.8,0,2021-04-18T12:30:00Z,69,8,Fulham,0,0,0,0,32,0,837670,1,1,13,2,250327,266320,15993,83,TRUE,0,32
69099,2020-21,Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,3,33,0,11.2,340,316,2,1,10.2,41.2,2021-04-17T11:30:00Z,90,19,West Ham,0,0,0,0,32,0,32289,2,3,50,9,-1104,1750,2854,57,TRUE,0,32
69100,2020-21,Islam Slimani,FWD,Leicester,0,0,0,0,0,579,314,0,0,0,0,2021-04-22T19:00:00Z,0,18,West Brom,0,0,0,0,32,0,4475,0,3,0,0,-21,0,21,49,TRUE,0,32
69106,2020-21,Albian Ajeti,FWD,West Ham,0,0,0,0,0,447,316,0,0,0,0,2021-04-17T11:30:00Z,0,14,Newcastle,0,0,0,0,32,0,504,2,3,0,0,-1,0,1,55,FALSE,0,32
69109,2020-21,Aaron Connolly,FWD,Brighton,0,0,0,0,0,78,311,0,0,0,0,2021-04-20T19:15:00Z,0,5,Chelsea,0,0,0,0,32,0,22105,0,0,0,0,-352,23,375,52,FALSE,0,32
69113,2020-21,Josh Maja,FWD,Fulham,0,2,28,1,0.8,665,309,0,1,6.9,33,2021-04-18T12:30:00Z,76,1,Arsenal,0,0,0,0,32,0,54163,1,1,35,8,-12791,755,13546,53,FALSE,0,32
69115,2020-21,Dane Scarlett,FWD,Spurs,0,0,0,0,0,666,312,0,0,0,0,2021-04-16T19:00:00Z,0,7,Everton,0,0,0,0,32,0,2383,2,2,0,0,-97,181,278,45,FALSE,0,32
69116,2020-21,Dane Scarlett,FWD,Spurs,0,0,0,0,0,666,286,0,0,0,0,2021-04-21T17:00:00Z,0,16,Southampton,0,0,0,0,32,0,2383,1,2,0,0,-97,181,278,45,TRUE,0,32
69129,2020-21,Roberto Firmino,FWD,Liverpool,0,0,3,0,22.3,249,313,1,0,9.6,23.2,2021-04-19T19:00:00Z,90,10,Leeds,0,0,0,0,32,0,247014,1,1,50,1,-2937,3510,6447,90,FALSE,1,32
69138,2020-21,Carlos Vinicius Alves Morais,FWD,Spurs,0,0,0,0,0,564,312,0,0,0,0,2021-04-16T19:00:00Z,0,7,Everton,0,0,0,0,32,0,9583,2,2,0,0,1290,1807,517,69,FALSE,0,32
69139,2020-21,Carlos Vinicius Alves Morais,FWD,Spurs,0,0,0,0,0,564,286,0,0,0,0,2021-04-21T17:00:00Z,0,16,Southampton,0,0,0,0,32,0,9583,1,2,0,0,1290,1807,517,69,TRUE,0,32
69140,2020-21,Harry Kane,FWD,Spurs,0,2,58,0,24.3,388,312,2,2,16.1,77,2021-04-16T19:00:00Z,90,7,Everton,0,0,0,0,32,0,4210927,2,2,60,12,216917,230662,13745,117,FALSE,0,32
69141,2020-21,Harry Kane,FWD,Spurs,0,0,0,0,0,388,286,0,0,0,0,2021-04-21T17:00:00Z,0,16,Southampton,0,0,0,0,32,0,4210927,1,2,0,0,216917,230662,13745,117,TRUE,0,32
69144,2020-21,Niall Huggins,FWD,Leeds,0,0,0,0,0,619,313,0,0,0,0,2021-04-19T19:00:00Z,0,11,Liverpool,0,0,0,0,32,0,5325,1,1,0,0,-424,352,776,45,TRUE,0,32
69148,2020-21,Kenneth Zohore,FWD,West Brom,0,0,0,0,0,416,314,0,0,0,0,2021-04-22T19:00:00Z,0,9,Leicester,0,0,0,0,32,0,2393,0,3,0,0,-4,0,4,48,FALSE,0,32
69153,2020-21,Gabriel Fernando de Jesus,FWD,Man City,0,0,3,0,13.3,282,310,1,0,2.3,1.2,2021-04-21T19:15:00Z,45,2,Aston Villa,0,0,0,0,32,0,246111,2,1,8,1,-18386,9195,27581,92,FALSE,0,32
69175,2020-21,Florin Andone,FWD,Brighton,0,0,0,0,0,64,311,0,0,0,0,2021-04-20T19:15:00Z,0,5,Chelsea,0,0,0,0,32,0,5251,0,0,0,0,-3,60,63,48,FALSE,0,32
69188,2020-21,Callum Wilson,FWD,Newcastle,0,0,3,0,0.6,506,316,2,0,2.3,8.4,2021-04-17T11:30:00Z,26,19,West Ham,0,0,0,0,32,0,464449,2,3,14,1,19650,27664,8014,65,TRUE,0,32
69190,2020-21,Chris Wood,FWD,Burnley,0,0,-5,0,15.3,91,315,3,0,5.5,0.6,2021-04-18T15:00:00Z,90,13,Man Utd,0,0,0,0,32,0,151627,1,3,39,2,-14179,13649,27828,63,FALSE,0,32
69195,2020-21,Joe Gelhardt,FWD,Leeds,0,0,0,0,0,667,313,0,0,0,0,2021-04-19T19:00:00Z,0,11,Liverpool,0,0,0,0,32,0,1511,1,1,0,0,-206,165,371,45,TRUE,0,32
69200,2020-21,Lewis Richardson,FWD,Burnley,0,0,0,0,0,592,315,0,0,0,0,2021-04-18T15:00:00Z,0,13,Man Utd,0,0,0,0,32,0,11306,1,3,0,0,97,531,434,45,FALSE,0,32
69205,2020-21,Andi Zeqiri,FWD,Brighton,0,0,0,0,0,574,311,0,0,0,0,2021-04-20T19:15:00Z,0,5,Chelsea,0,0,0,0,32,0,7017,0,0,0,0,-8,304,312,50,FALSE,0,32
69207,2020-21,Michael Obafemi,FWD,Southampton,0,0,0,0,0,381,286,0,0,0,0,2021-04-21T17:00:00Z,0,17,Spurs,0,0,0,0,32,0,54988,1,2,0,0,-322,98,420,46,FALSE,0,32
69222,2020-21,Sergio Agüero,FWD,Man City,0,0,0,0,0,268,310,0,0,0,0,2021-04-21T19:15:00Z,0,2,Aston Villa,0,0,0,0,32,0,99327,2,1,0,0,-18651,315,18966,103,FALSE,0,32
69240,2020-21,Hal Robson-Kanu,FWD,West Brom,0,0,2,0,0.3,408,314,0,0,0.2,2,2021-04-22T19:00:00Z,29,9,Leicester,0,0,0,0,32,0,7293,0,3,0,1,167,326,159,52,FALSE,0,32
69260,2020-21,Neal Maupay,FWD,Brighton,0,0,6,0,10.6,68,311,0,0,3.3,4,2021-04-20T19:15:00Z,16,5,Chelsea,0,0,0,0,32,0,242868,0,0,18,1,-17953,5616,23569,60,FALSE,0,32
69267,2020-21,Léo Bonatini,FWD,Wolves,0,0,0,0,0,463,318,0,0,0,0,2021-04-17T19:15:00Z,0,15,Sheffield Utd,0,0,0,0,32,0,9151,0,1,0,0,-18,0,18,48,TRUE,0,32
69274,2020-21,Liam Delap,FWD,Man City,0,0,0,0,0,539,310,0,0,0,0,2021-04-21T19:15:00Z,0,2,Aston Villa,0,0,0,0,32,0,73096,2,1,0,0,-877,1457,2334,43,FALSE,0,32
69285,2020-21,Michail Antonio,FWD,West Ham,0,0,0,0,0,437,316,0,0,0,0,2021-04-17T11:30:00Z,0,14,Newcastle,0,0,0,0,32,0,566815,2,3,0,0,-295571,1185,296756,65,FALSE,0,32
69313,2020-21,Cenk Tosun,FWD,Everton,0,0,0,0,0,153,312,0,0,0,0,2021-04-16T19:00:00Z,0,17,Spurs,0,0,0,0,32,0,2476,2,2,0,0,-7,0,7,60,TRUE,0,32
69315,2020-21,Aleksandar Mitrović,FWD,Fulham,0,0,0,0,0,184,309,0,0,0,0,2021-04-18T12:30:00Z,0,1,Arsenal,0,0,0,0,32,0,283231,1,1,0,0,-3019,4451,7470,55,FALSE,0,32
69319,2020-21,Anthony Martial,FWD,Man Utd,0,0,0,0,0,303,315,0,0,0,0,2021-04-18T15:00:00Z,0,4,Burnley,0,0,0,0,32,0,274438,1,3,0,0,-5079,108,5187,86,TRUE,0,32
69327,2020-21,Ashley Barnes,FWD,Burnley,0,0,0,0,0,87,315,0,0,0,0,2021-04-18T15:00:00Z,0,13,Man Utd,0,0,0,0,32,0,17400,1,3,0,0,-891,97,988,60,FALSE,0,32
69337,2020-21,Dwight Gayle,FWD,Newcastle,0,0,0,0,0,329,316,0,0,0,0,2021-04-17T11:30:00Z,0,19,West Ham,0,0,0,0,32,0,4492,2,3,0,0,-99,223,322,59,TRUE,0,32
69350,2020-21,Keinan Davis,FWD,Aston Villa,0,0,1,0,0.5,50,310,0,0,1.1,0,2021-04-21T19:15:00Z,45,12,Man City,0,0,0,0,32,0,659634,2,1,11,1,4789,26211,21422,42,TRUE,0,32
69353,2020-21,Edinson Cavani,FWD,Man Utd,0,1,25,0,0.9,569,315,1,1,7,33.6,2021-04-18T15:00:00Z,45,4,Burnley,0,0,0,0,32,0,238812,1,3,35,6,94710,99030,4320,78,TRUE,0,32
69363,2020-21,Daniel N'Lundulu,FWD,Southampton,0,0,0,0,0,590,286,0,0,0,0,2021-04-21T17:00:00Z,0,17,Spurs,0,0,0,0,32,0,18321,1,2,0,0,-452,512,964,45,FALSE,0,32
69367,2020-21,Ellis Simms,FWD,Everton,0,0,0,0,0,596,312,0,0,0,0,2021-04-16T19:00:00Z,0,17,Spurs,0,0,0,0,32,0,4288,2,2,0,0,-31,0,31,45,TRUE,0,32
69372,2020-21,Andy Carroll,FWD,Newcastle,0,0,3,0,0.1,320,316,0,0,0,0.2,2021-04-17T11:30:00Z,1,19,West Ham,0,0,0,0,32,0,24314,2,3,0,1,-139,469,608,51,TRUE,0,32
69374,2020-21,Leonardo Campana,FWD,Wolves,0,0,0,0,0,476,318,0,0,0,0,2021-04-17T19:15:00Z,0,15,Sheffield Utd,0,0,0,0,32,0,24418,0,1,0,0,-85,307,392,48,TRUE,0,32
69379,2020-21,Jay Rodriguez,FWD,Burnley,0,0,3,0,0.5,86,315,1,0,0.1,0,2021-04-18T15:00:00Z,2,13,Man Utd,0,0,0,0,32,0,30582,1,3,0,1,-1451,351,1802,58,FALSE,0,32
69380,2020-21,Patrick Cutrone,FWD,Wolves,0,0,0,0,0,626,318,0,0,0,0,2021-04-17T19:15:00Z,0,15,Sheffield Utd,0,0,0,0,32,0,403,0,1,0,0,-1,0,1,59,TRUE,0,32
69417,2020-21,Billy Sharp,FWD,Sheffield Utd,0,0,0,0,0,343,318,0,0,0,0,2021-04-17T19:15:00Z,0,20,Wolves,0,0,0,0,32,0,12026,0,1,0,0,-408,119,527,55,FALSE,0,32
69424,2020-21,Mbwana Samatta,FWD,Aston Villa,0,0,0,0,0,49,310,0,0,0,0,2021-04-21T19:15:00Z,0,12,Man City,0,0,0,0,32,0,2764,2,1,0,0,-3,0,3,59,TRUE,0,32
69428,2020-21,Rodrigo Moreno,FWD,Leeds,0,0,0,0,0,492,313,0,0,0,0,2021-04-19T19:00:00Z,0,11,Liverpool,0,0,0,0,32,0,153623,1,1,0,0,-2766,288,3054,57,TRUE,0,32
69429,2020-21,Divock Origi,FWD,Liverpool,0,0,0,0,0,256,313,0,0,0,0,2021-04-19T19:00:00Z,0,10,Leeds,0,0,0,0,32,0,47481,1,1,0,0,-578,69,647,51,FALSE,0,32
69431,2020-21,Indiana Vassilev,FWD,Aston Villa,0,0,0,0,0,51,310,0,0,0,0,2021-04-21T19:15:00Z,0,12,Man City,0,0,0,0,32,0,40913,2,1,0,0,-234,0,234,43,TRUE,0,32
69447,2020-21,Charlie Austin,FWD,West Brom,0,0,0,0,0,415,314,0,0,0,0,2021-04-22T19:00:00Z,0,9,Leicester,0,0,0,0,32,0,11580,0,3,0,0,-53,0,53,51,FALSE,0,32
69454,2020-21,Mbaye Diagne,FWD,West Brom,0,0,6,0,1,648,314,3,0,0.6,0.6,2021-04-22T19:00:00Z,60,9,Leicester,0,0,0,0,32,0,30576,0,3,4,2,-97,3744,3841,60,FALSE,0,32
69465,2020-21,Jordan Hugill,FWD,West Ham,0,0,0,0,0,444,316,0,0,0,0,2021-04-17T11:30:00Z,0,14,Newcastle,0,0,0,0,32,0,481,2,3,0,0,0,0,0,55,FALSE,0,32
69466,2020-21,Moise Kean,FWD,Everton,0,0,0,0,0,169,312,0,0,0,0,2021-04-16T19:00:00Z,0,17,Spurs,0,0,0,0,32,0,14779,2,2,0,0,-15,0,15,57,TRUE,0,32
69473,2020-21,Wesley Moraes,FWD,Aston Villa,0,0,0,0,0,48,310,0,0,0,0,2021-04-21T19:15:00Z,0,12,Man City,0,0,0,0,32,0,1055,2,1,0,0,-26,44,70,60,TRUE,0,32
69481,2020-21,Ollie Watkins,FWD,Aston Villa,1,0,19,0,12.4,514,310,2,0,5.8,26.6,2021-04-21T19:15:00Z,90,12,Man City,0,0,0,0,32,0,1966162,2,1,19,5,-52508,80293,132801,65,TRUE,0,32
69491,2020-21,Dominic Calvert-Lewin,FWD,Everton,0,0,0,0,0,164,312,0,0,0,0,2021-04-16T19:00:00Z,0,17,Spurs,0,0,0,0,32,0,2323545,2,2,0,0,-601972,11185,613157,75,TRUE,0,32
69498,2020-21,Lys Mousset,FWD,Sheffield Utd,0,0,1,0,0.3,359,318,0,0,0,0,2021-04-17T19:15:00Z,15,20,Wolves,0,0,0,0,32,0,5493,0,1,0,1,93,178,85,58,FALSE,0,32
69505,2020-21,Joshua King,FWD,Everton,0,0,2,0,0.3,651,312,0,0,2.2,2.4,2021-04-16T19:00:00Z,6,17,Spurs,0,0,0,0,32,0,6962,2,2,19,1,-299,409,708,51,TRUE,0,32
69539,2020-21,David McGoldrick,FWD,Sheffield Utd,0,0,10,0,3.4,344,318,1,0,5.7,9.8,2021-04-17T19:15:00Z,90,20,Wolves,0,0,0,0,32,0,108120,0,1,44,2,-1855,5068,6923,52,FALSE,0,32
69552,2020-21,Ademipo Odubeko,FWD,West Ham,0,0,0,0,0,638,316,0,0,0,0,2021-04-17T11:30:00Z,0,14,Newcastle,0,0,0,0,32,0,3658,2,3,0,0,103,393,290,45,FALSE,0,32
69561,2020-21,Antwoine Hackford,FWD,Sheffield Utd,0,0,0,0,0,618,318,0,0,0,0,2021-04-17T19:15:00Z,0,20,Wolves,0,0,0,0,32,0,10476,0,1,0,0,-70,681,751,44,FALSE,0,32
69563,2020-21,Richarlison de Andrade,FWD,Everton,0,0,-1,0,28.4,166,312,2,0,9.2,8,2021-04-16T19:00:00Z,90,17,Spurs,0,0,0,0,32,0,666126,2,2,56,2,-68477,17339,85816,79,TRUE,0,32
69570,2020-21,Oliver McBurnie,FWD,Sheffield Utd,0,0,0,0,0,357,318,0,0,0,0,2021-04-17T19:15:00Z,0,20,Wolves,0,0,0,0,32,0,14705,0,1,0,0,-210,164,374,56,FALSE,0,32
69576,2020-21,Danny Ings,FWD,Southampton,0,1,27,0,11.6,366,286,0,1,7.7,39.2,2021-04-21T17:00:00Z,56,17,Spurs,0,0,0,0,32,0,538581,1,2,26,6,-26984,12451,39435,84,FALSE,0,32
69582,2020-21,Sébastien Haller,FWD,West Ham,0,0,0,0,0,441,316,0,0,0,0,2021-04-17T11:30:00Z,0,14,Newcastle,0,0,0,0,32,0,17552,2,3,0,0,-64,0,64,61,FALSE,0,32
69587,2020-21,Che Adams,FWD,Southampton,0,0,4,0,12.7,377,286,2,0,5.4,8.6,2021-04-21T17:00:00Z,90,17,Spurs,0,0,0,0,32,0,388754,1,2,33,2,-44732,9855,54587,58,FALSE,0,32
69591,2020-21,Callum Robinson,FWD,West Brom,0,0,1,0,2.4,358,314,3,0,0.9,2.2,2021-04-22T19:00:00Z,45,9,Leicester,0,0,0,0,32,0,86465,0,3,4,1,26783,31794,5011,52,FALSE,0,32
69617,2020-21,Max Thompson,FWD,Burnley,0,0,0,0,0,591,328,0,0,0,0,2021-04-25T11:00:00Z,0,20,Wolves,0,0,0,0,33,0,9905,4,0,0,0,-253,169,422,45,FALSE,0,33
69628,2020-21,Jamie Vardy,FWD,Leicester,0,0,5,0,3.1,224,323,1,0,4.6,2.6,2021-04-26T19:00:00Z,90,6,Crystal Palace,0,0,0,0,33,0,1988095,1,2,40,2,405142,425199,20057,102,TRUE,0,33
69645,2020-21,Tammy Abraham,FWD,Chelsea,0,0,-2,0,1.3,118,327,0,0,0.8,0,2021-04-24T16:30:00Z,3,19,West Ham,0,0,0,0,33,0,165268,1,0,9,1,-278,1134,1412,71,FALSE,0,33
69646,2020-21,Glenn Murray,FWD,Brighton,0,0,0,0,0,53,326,0,0,0,0,2021-04-24T19:00:00Z,0,15,Sheffield Utd,0,0,0,0,33,0,6383,0,1,0,0,-9,0,9,48,FALSE,0,33
69649,2020-21,Yoshinori Muto,FWD,Newcastle,0,0,0,0,0,341,324,0,0,0,0,2021-04-24T11:30:00Z,0,11,Liverpool,0,0,0,0,33,0,6873,1,1,0,0,-9,0,9,48,FALSE,0,33
69651,2020-21,Timo Werner,FWD,Chelsea,0,0,20,1,25.3,117,327,0,1,12.6,31.6,2021-04-24T16:30:00Z,86,19,West Ham,0,0,0,0,33,0,867795,1,0,69,5,4670,19235,14565,92,FALSE,1,33
69653,2020-21,Olivier Giroud,FWD,Chelsea,0,0,0,0,0,103,327,0,0,0,0,2021-04-24T16:30:00Z,0,19,West Ham,0,0,0,0,33,0,98424,1,0,0,0,-1280,921,2201,67,FALSE,0,33
69657,2020-21,Joel Mumbongo,FWD,Burnley,0,0,0,0,0,613,328,0,0,0,0,2021-04-25T11:00:00Z,0,20,Wolves,0,0,0,0,33,0,3080,4,0,0,0,-118,108,226,45,FALSE,0,33
69659,2020-21,Karlan Grant,FWD,West Brom,0,0,0,0,0,582,320,0,0,0,0,2021-04-25T18:00:00Z,0,2,Aston Villa,0,0,0,0,33,0,2568,2,2,0,0,2,70,68,56,FALSE,0,33
69661,2020-21,Willian José Da Silva,FWD,Wolves,0,0,5,0,1.4,642,328,4,0,2.4,2.8,2021-04-25T11:00:00Z,90,4,Burnley,0,0,0,0,33,0,41362,4,0,20,2,18806,21253,2447,68,TRUE,0,33
69670,2020-21,Christian Benteke,FWD,Crystal Palace,0,0,6,0,2.4,132,323,2,0,3.4,3,2021-04-26T19:00:00Z,90,9,Leicester,0,0,0,0,33,0,63085,1,2,29,2,1466,4456,2990,55,FALSE,0,33
69681,2020-21,Matej Vydra,FWD,Burnley,0,0,2,1,14.1,93,328,0,0,2.6,0,2021-04-25T11:00:00Z,72,20,Wolves,0,0,0,0,33,0,138641,4,0,13,2,-1250,9718,10968,48,FALSE,0,33
69685,2020-21,Jordan Ayew,FWD,Crystal Palace,0,0,0,0,1.4,140,323,1,0,0.1,0,2021-04-26T19:00:00Z,77,9,Leicester,0,0,0,0,33,0,118547,1,2,0,2,-981,616,1597,56,FALSE,0,33
69693,2020-21,Odion Ighalo,FWD,Man Utd,0,0,0,0,0,293,322,0,0,0,0,2021-04-25T13:00:00Z,0,10,Leeds,0,0,0,0,33,0,13118,0,0,0,0,-24,0,24,61,FALSE,0,33
69697,2020-21,Danny Welbeck,FWD,Brighton,0,0,2,0,26.4,588,326,1,0,4.6,2.8,2021-04-24T19:00:00Z,90,15,Sheffield Utd,0,0,0,0,33,0,76347,0,1,17,2,26482,30309,3827,55,FALSE,0,33
69703,2020-21,Rhian Brewster,FWD,Sheffield Utd,0,0,5,1,0.4,262,326,0,0,3.1,2.8,2021-04-24T19:00:00Z,64,3,Brighton,0,0,0,0,33,0,430450,0,1,28,2,-13509,7754,21263,43,TRUE,0,33
69710,2020-21,Cheikh Diaby,FWD,West Brom,0,0,0,0,0,621,320,0,0,0,0,2021-04-25T18:00:00Z,0,2,Aston Villa,0,0,0,0,33,0,8011,2,2,0,0,-179,382,561,45,FALSE,0,33
69713,2020-21,Patrick Bamford,FWD,Leeds,0,0,1,1,22.9,202,322,0,0,3.2,7.4,2021-04-25T13:00:00Z,90,13,Man Utd,0,0,0,0,33,0,3581341,0,0,2,1,-2844,80226,83070,65,TRUE,1,33
69715,2020-21,Jean-Philippe Mateta,FWD,Crystal Palace,0,0,0,0,0,641,323,0,0,0,0,2021-04-26T19:00:00Z,0,9,Leicester,0,0,0,0,33,0,3144,1,2,0,0,-130,68,198,54,FALSE,0,33
69724,2020-21,Raúl Jiménez,FWD,Wolves,0,0,0,0,0,460,328,0,0,0,0,2021-04-25T11:00:00Z,0,4,Burnley,0,0,0,0,33,0,365369,4,0,0,0,-491,163,654,81,TRUE,0,33
69727,2020-21,Kelechi Iheanacho,FWD,Leicester,1,3,48,0,55.3,233,323,1,1,14.9,59,2021-04-26T19:00:00Z,90,6,Crystal Palace,0,0,0,0,33,0,1743794,1,2,35,12,411270,419975,8705,61,TRUE,0,33
69735,2020-21,Fabio Silva,FWD,Wolves,0,0,0,0,2.3,504,328,1,0,0.5,0,2021-04-25T11:00:00Z,32,4,Burnley,0,0,0,0,33,0,86351,4,0,6,1,-3758,3132,6890,52,TRUE,0,33
69745,2020-21,Edward Nketiah,FWD,Arsenal,0,0,7,1,25.7,22,319,0,0,6.7,9,2021-04-23T19:00:00Z,73,7,Everton,0,0,0,0,33,0,47031,1,0,32,2,7896,8900,1004,53,TRUE,0,33
69752,2020-21,Alexandre Lacazette,FWD,Arsenal,0,0,0,0,0,6,319,0,0,0,0,2021-04-23T19:00:00Z,0,7,Everton,0,0,0,0,33,0,502260,1,0,0,0,-324845,29173,354018,84,TRUE,0,33
69756,2020-21,Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0,1,0,1.7,340,324,1,0,3,3.4,2021-04-24T11:30:00Z,59,11,Liverpool,0,0,0,0,33,0,37334,1,1,25,1,4599,6645,2046,57,FALSE,0,33
69757,2020-21,Islam Slimani,FWD,Leicester,0,0,0,0,0,579,323,0,0,0,0,2021-04-26T19:00:00Z,0,6,Crystal Palace,0,0,0,0,33,0,4460,1,2,0,0,-15,0,15,49,TRUE,0,33
69762,2020-21,Albian Ajeti,FWD,West Ham,0,0,0,0,0,447,327,0,0,0,0,2021-04-24T16:30:00Z,0,5,Chelsea,0,0,0,0,33,0,502,1,0,0,0,-2,0,2,55,TRUE,0,33
69765,2020-21,Aaron Connolly,FWD,Brighton,0,0,5,0,0,78,326,0,0,1,2.2,2021-04-24T19:00:00Z,23,15,Sheffield Utd,0,0,0,0,33,0,22131,0,1,8,1,-3,181,184,52,FALSE,0,33
69782,2020-21,Roberto Firmino,FWD,Liverpool,0,0,12,0,32.1,249,324,1,0,11,28.8,2021-04-24T11:30:00Z,90,14,Newcastle,0,0,0,0,33,0,267723,1,1,49,2,18822,22529,3707,90,TRUE,0,33
69789,2020-21,Niall Huggins,FWD,Leeds,0,0,0,0,0,619,322,0,0,0,0,2021-04-25T13:00:00Z,0,13,Man Utd,0,0,0,0,33,0,5287,0,0,0,0,-137,207,344,45,TRUE,0,33
